id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
0.0,5.5114700403222245e-05,0.00045843397526820057,0.00014186603444140802,0.00327504202211565,6.509046224702041e-07,2.214620280974941e-06,7.072235376876375e-05,0.0006048898406147334,0.001834355815833298,0.010110535928367278,0.0020375171452854434,0.04692511147374951,0.0021676430290846474,0.0,0.0003332962750682811,0.0020063186132883402
1.0,0.0003917342401425898,0.002134250447914281,0.001008243058401489,0.0027245156152653363,4.2622394596826015e-06,1.5740675112402497e-05,0.00020443138817111738,0.0008596695284052822,0.10641514078398086,0.1866054168664151,0.0726382695958857,0.3746827298809917,2.625212233674847e-09,0.0,0.008780605668426448,0.03810994853047385
2.0,3.047177952717933e-05,0.0001660634593337258,7.842596511148984e-05,0.029468479873545273,0.0025960395282374135,3.6924928054052602e-06,1.5901646213252728e-05,0.0006355975998948336,0.001027075055158699,5.260383089609934e-14,2.6541972419342715e-11,0.6248082010911753,0.3524805372011727,0.0,0.0,0.0407397800956616
3.0,2.0559190670717615e-05,0.00010682009642903432,5.046297206009871e-05,0.00013636310632122303,2.133268054514738e-07,7.878271432521526e-07,1.0231873498680025e-05,4.302680691064e-05,0.10868323037460839,0.19745345936897632,0.07479802008014572,0.31745675369089393,1.7468657141370484e-11,0.0,0.009121714417181289,0.0401976846220909
4.0,4.7326968477041904e-05,0.00025784726817514443,0.00012180984594354312,0.00032915954600512044,5.149380673957353e-07,1.901693440398181e-06,2.4698167462346598e-05,0.00010386008804605836,0.0005051590666025159,0.001293501626130343,0.0004209416261652385,0.00559198636852898,5.748731349466465e-28,0.0,9.930995815196901e-05,0.0014297468077548224
5.0,3.700111611503288e-05,0.004649684960538808,9.52376918632884e-05,0.0015279743478672696,4.291218529096463e-07,1.4867644737057547e-06,3.7358702450432705e-05,0.00047254420763799765,0.10578257911238702,0.35695720730777786,0.07378870863073428,0.44141000837404376,3.382588049944398e-20,0.0,0.013608591782454015,0.09878553015951068
6.0,2.10626057528417e-06,7.08201338536868e-06,3.345619930539278e-06,9.040670964746145e-06,1.4143249652175357e-08,5.223176687146296e-08,6.783579822284764e-07,2.8526132502910054e-06,0.10877723535170498,0.19809693227568215,0.0751958998181951,0.3176639693204428,1.365171025648978e-12,0.0,0.00918135619872831,0.040471142543741664
7.0,3.255007323312538e-08,5.562354474441934e-28,2.306042251080039e-36,2.0077939985332747e-33,3.5001211480565854e-28,0.13189957958727946,2.1755001007783744e-28,2.5731884407833654e-27,0.0,0.0,0.0,0.0,0.0,7.606823152654482,0.0,0.0
8.0,3.255007324509896e-08,5.562354476488051e-28,2.3060422489418073e-36,2.0077939966715878e-33,3.500121144811168e-28,0.1318995795872795,2.1755000987611853e-28,2.5731884383974275e-27,0.0,0.0,0.0,0.0,0.0,7.606823152654482,0.0,0.0
9.0,3.255007326289416e-08,5.562354479529004e-28,2.3060422457639512e-36,2.0077939939047346e-33,3.500121139987804e-28,0.13189957958727946,2.1755000957632236e-28,2.573188434851429e-27,0.0,0.0,0.0,0.0,0.0,7.606823152654482,0.0,0.0
