id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
0.0,3.528181440676857e-07,2.6771691506965373e-09,5.127919182585214e-14,3.1008260866357194e-05,0.00025052815782416533,1.4416639699435172e-19,0.002103965120607219,2.042018237098027e-07,0.17722020404546443,0.0005876141573298589,0.0,0.0,0.09163411249174305,0.0,0.0,0.0
1.0,0.13335721266507344,0.00030031342761282305,3.0749923137460207e-09,3.455954169359482e-09,0.06689488868303323,1.9178805506412673e-11,1.5386613070707104e-09,3.4745325308790855e-06,2.694725724933223,0.7850429277595663,0.4279551258847349,0.49515294864654147,3.3452598054954947,0.717869014880441,0.9244319562068143,1.7872886975296716
2.0,1.2240968377272149e-07,5.776886695442802e-12,1.923190832035459e-21,0.000340841410208858,0.007178802107718216,1.4090696977913668e-12,0.02312669086517206,0.0026259573106317473,0.0,0.0,0.0,0.0,0.8613635951861992,0.0,0.7691804145605285,0.0
3.0,1.0390114104099254e-06,2.7050931046125055e-10,0.0,8.9090721156362e-26,2.7645765570793456e-05,0.0,2.0202518162170685e-15,1.5458679908079662e-11,0.0010629042725302372,0.0,0.0,2.4735105247022505e-47,0.0006322677980112802,0.0,0.002658458244806413,3.872823438125746e-138
4.0,4.4088747254789695e-08,1.0593234762259515e-12,0.0,9.007583899326046e-06,0.00023729645938898964,8.579683252611358e-23,0.0006111804457648333,0.0006589065861740531,0.003292668219447415,5.219994905537653e-72,0.0,0.0,0.1017819518551248,0.0,0.004217617363033594,0.07716423837637255
5.0,0.0006540954747544532,2.4060603654211185e-05,1.1713331726332218e-12,2.63415164566029e-06,0.07851255618622272,2.1843047468996165e-15,0.00013368964209751585,0.05480477477796694,2.079881723624824,0.0,0.0,0.4876171701475946,3.0044813596759345,0.0,1.2336360298093831,3.2159306576289692
6.0,1.9853907755620785e-08,9.743027872201112e-08,1.31027829801551e-10,1.1233774744400012e-16,0.0015574119997670752,4.500722394962027e-10,6.9926559328117995e-09,8.570635336789907e-05,0.0,0.0,0.3505725190950324,0.0,0.15218270006209458,0.0,0.0,0.04969229158896425
7.0,1.547894557188554e-05,3.7617589464224543e-07,7.923165096663998e-18,1.0822511065872161e-15,0.01114517017663623,8.070563778935021e-07,3.588324207181464e-14,0.01186327583934812,1.4597352619081942,0.0,0.0,0.0,3.3388332363005473,1.2181140250971147,0.0,0.0
8.0,2.3038029651819905e-06,9.822321354312757e-12,2.5987125280491612e-17,7.047751603596956e-15,0.002505903296476674,4.767104792112738e-08,1.903195251789609e-12,0.0001944507333593363,0.0,0.0013584686881763532,0.0,0.0,0.15867834390584926,1.382117969137785e-09,0.0,0.09317885834421348
9.0,1.8550290783599336e-06,1.0281046688550132e-06,3.12830873720299e-10,2.2595014592085567e-17,0.0033466860958465306,0.0003806559096932814,6.990878948056835e-09,0.008268897187123148,0.22930328095452499,0.0029935363606239758,0.0,0.0,0.8493688182061169,0.0,0.01037615258271359,0.49686262468557385
10.0,0.0012562037037775224,6.185564412357883e-08,0.00011984873242792871,4.298992248888107e-12,0.0822384004755332,3.0248803909737643e-09,1.6711015344762885e-08,0.0003532959818896906,1.849114089261541,0.6654190811304951,0.6868498796498081,0.13607236352872404,3.2429210617945894,0.5016730546976763,0.6118852696475919,1.487429862319897
11.0,0.0003865852308582432,1.2788646030271586e-11,1.9247290471387957e-05,1.9516157390045692e-10,0.014081367253230977,1.9652780766281996e-11,1.359353901758102e-06,1.8443616094493985e-06,0.0,0.5610596436471222,0.4882648493948212,0.2260159554322893,1.2038454810036958,1.1460673828687572e-06,0.44088651954021996,0.0
12.0,0.00845697882496317,1.4492548441534181e-06,2.6320097636298483e-11,2.8958517195373717e-12,0.1488358510795424,2.697020813632011e-12,6.144056415066833e-10,0.0038038530811733413,2.1378211625225156,0.4484678059412891,0.2523897737821502,0.32690868845534904,3.0115890566519066,0.5287609126520855,0.6623084642192607,2.379948709677559
