id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13
0.0,3.9388923198860275e-19,0.010194654421553142,0.0008308310623588822,3.183403845534718e-07,0.0001504857321856108,0.9177804713031957,4.030762870022956e-11,0.0,0.026780537366470892,0.0402620717757544,0.005118978869891038,0.021043750472017855,1.0578270062780537,0.0
1.0,2.5067172151920904e-25,0.0002934246358061898,2.024222846121436e-06,2.1776778984377377e-08,4.812460844490831e-07,0.0076392020406645,3.371183617488342e-11,0.0,0.01137280408102426,9.459452348854005e-14,5.839898438064102e-25,6.070428251268851e-10,0.9083188334967016,0.0
2.0,2.1484905557882605e-25,0.02238522407274909,2.5064196389042373e-08,9.191686919820338e-10,9.100643961582222e-13,1.7746617181519215e-07,5.8252451353685265e-12,0.0,0.13006729523765495,0.0,0.0,0.0022643540034040814,0.0,0.0
3.0,5.68499090958995e-38,9.505270317821985e-08,7.209696535163227e-05,8.092652092291813e-08,1.5371941075956429e-06,0.039603782076134415,6.407041395489311e-32,0.0,0.005045195330371186,4.3827553022238245e-12,0.0030627858947502307,2.1747102436449995e-10,0.9412056435104293,0.0
4.0,2.9844483485033846e-20,0.00477901552328856,3.217937725915488e-06,0.0018130984619869127,0.00016007723653472668,0.003930731683166589,5.312041535810309e-11,0.0,0.4779953944581921,0.0,0.0,0.012994960769288882,0.0,0.0
5.0,4.2396239674848506e-23,0.007229427583388524,1.2767659484594348e-05,6.034907656778238e-07,3.4303493530672665e-07,0.012331286796235451,1.628088774556097e-15,0.0,0.4524898481231466,0.0,0.0,0.0,0.0,0.0
6.0,4.2256704648034665e-35,2.6247839609704503e-09,3.067798495673488e-05,2.248956471370619e-10,6.568628190633383e-07,0.00468950370793438,2.7463701018009257e-36,0.0,0.005700887172595589,6.004893401346638e-21,1.8211608101263863e-44,1.2508588348451455e-18,1.0231619614134293,0.0
7.0,9.075541044162969e-21,6.405204845863141e-05,0.0038982085184536123,1.51120374576636e-07,6.870037885100241e-07,0.005613470283811914,4.912194992236472e-10,0.0,0.04531419363247503,0.2383054669277923,3.7892468987734184e-26,7.108415127136572e-07,0.9133034818130152,0.007624774851234945
8.0,5.656371518435616e-30,3.079103489929457e-05,0.002388998050472434,2.721638133145581e-10,1.1930495217878796e-07,0.0034695222747140844,4.232016063059231e-12,0.0,0.0052442280326028354,0.13846849072815948,6.46282610458205e-05,5.8359121094332574e-05,0.9323795539229769,0.0
9.0,4.025636173166119e-27,0.0021840713590231156,4.136978484156686e-06,0.00028114160314364315,8.143133883448537e-07,0.00801682885227396,4.574978785387753e-11,0.0,0.028947339256690442,2.419326915894931e-12,0.0012544976799999325,1.756482421645983e-11,0.9182148008768254,0.0
10.0,6.194548390404135e-24,2.6209752697274933e-05,2.215381924155741e-05,1.399245959799357e-06,4.2100742772337336e-07,0.0054227905478831575,6.97670196714051e-14,0.0,0.0,1.286816428514922e-17,7.486707275854243e-36,1.9235472803577583e-22,0.9263137542083649,0.0
11.0,4.04646189324271e-27,6.07632327465396e-05,7.5158781754275895e-06,7.576648665120493e-09,9.454704165574897e-07,0.020191477871758554,4.620349633240461e-24,0.0,0.005454086482091027,1.7479980119598293e-22,1.4657618561466427e-11,3.88531825585554e-26,1.0316649745809396,0.0
