id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13
0.0,0.000940839071274646,2.3419042824555356e-06,0.9324169212539145,3.86281907355572e-06,1.6247604891449657e-07,0.0004579917574833543,8.863235795163127e-06,0.07945010524875104,0.025441126561117113,2.2022089397264475,0.0,0.10859969787600782,0.04964208825020368,0.07637952357173189
1.0,6.8535176197708415e-09,3.2835998784376887e-07,0.012329908190435439,4.583577798175707e-05,1.1382119604122619e-06,0.026364775628957414,1.4872902188760555e-06,0.0,0.0,0.9608117052337848,5.397511282069593e-84,1.7409415939592837e-61,0.10837799484431877,1.0219540660806595e-76
2.0,6.481167933642214e-07,3.334000738266349e-11,0.04281875500470569,8.929219801875983e-05,1.9915181319826025e-09,1.7298351958948075e-06,5.0232930539852903e-08,9.362727998183492e-34,1.04567726207512e-56,1.098770788132462,0.0,0.0,0.0,1.0067034517163384e-65
3.0,6.770311755514533e-06,2.014160381986002e-06,0.011831151326257554,0.015746582177394334,9.56777967518231e-05,0.002380273989714718,0.020944982175815544,0.0,0.0,0.9475120519404493,0.03183535033775262,5.132361783073339e-15,0.02275542906943912,0.9320017274165217
4.0,5.1025674201175045e-09,1.8020224474204492e-09,0.018731478079609468,2.049914459142922e-06,5.68548266789391e-06,0.00028702428239929994,0.02341975173026654,4.556803971949577e-58,0.0,1.0144606334473851,6.454650378117838e-140,7.629962747172769e-97,1.8178151672073573e-16,0.9645701423936046
5.0,4.695177599432983e-09,2.3268018423089993e-07,0.012987259120695711,4.243464157991574e-08,6.279049560189585e-08,3.5735289527468266e-06,3.902761402256843e-08,1.386892489706916e-49,3.930436745169817e-84,1.0110981465066362,0.0,0.0,2.883958908895525e-56,3.55716526663571e-61
6.0,1.4285043727139527e-09,6.187494201116659e-10,0.012718331559809544,5.260632981744705e-08,6.130379487554408e-10,8.21683679803262e-07,1.9265115558717217e-08,0.0,0.0,0.9651498455635129,0.0,0.0,0.0,0.0
7.0,0.003033882711103085,0.0011356163171517676,0.014109587920042741,2.9074971095158025e-06,0.0001837704895115047,1.4890357822249254e-05,0.00014231543161317013,0.051791655917921564,6.95256279736941e-31,1.0265077015789537,0.0,1.7158662550607438e-73,0.0,0.0
8.0,2.9875317432951013e-07,2.4128247134921188e-09,0.014345353256069088,3.818150006650676e-09,1.0230616203507286e-08,0.003595340165003427,0.00016810634986624677,0.0,3.610854416636871e-82,1.0120359030327315,0.0,2.837120876010968e-68,0.01829632523565583,0.0
9.0,3.819958160082605e-09,1.0585145611315491e-09,0.01221721507965402,8.637231546208808e-09,6.264361147241024e-10,1.8176575435032403e-06,4.630194918759833e-08,1.9332408354290114e-29,1.7375023131163726e-83,0.9608593179278934,0.0,0.0,0.0,0.0
10.0,4.280838252148004e-09,9.87011907861704e-10,0.024894263847927756,2.819304556418701e-07,6.500824296843093e-10,2.0879208508617688e-06,5.2690022106310593e-08,9.204523851771778e-51,7.681685569771357e-87,1.0688536254931889,6.051341429221392e-94,1.2872650839004685e-75,1.0496355571054096e-53,5.693626056586105e-55
11.0,0.001130900835361481,3.2460036030778787e-06,0.014001055169157364,3.567252809962796e-07,2.754511679029816e-09,5.891090367052535e-07,1.77103351793962e-08,1.4603853559848125e-23,7.240804006930076e-82,1.026322878806409,0.0,0.0,0.0,0.0
12.0,5.899634990103995e-09,3.334624406900894e-11,0.006776514325625605,7.096270428912963e-09,5.710607503677547e-10,1.6412864977421869e-06,4.8909666213248113e-08,1.1450192602975792e-47,2.4610992380587686e-83,0.9420537242858998,0.0,1.698826243250118e-71,4.5151272283553146e-54,4.999615485281501e-60
13.0,5.669029673666059e-07,6.732115635807407e-09,0.026627744982924122,9.118676608952176e-07,5.9338673375961234e-09,8.405294183357767e-05,2.364213679040526e-05,3.0451206263136935e-52,3.6729521135502315e-89,1.1348540991564535,0.0,5.180484223345879e-74,4.3146428358147887e-54,1.4248242216595323e-58
14.0,1.1483990103676779e-09,4.048009674458345e-12,0.0072488670340652,1.1978195376214359e-09,0.001977481545085129,2.151869090089907e-07,4.0677366434850645e-06,0.0,0.02853245694793681,0.950339057081149,0.0,0.003456491244755033,0.0,0.0
