0,2
1,2
2,2
3,2
4,2
5,2
6,0
7,2
8,2
9,1
10,1
11,2
12,0
13,5
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,5
27,5
28,5
29,0
30,0
31,0
32,0
33,0
34,4
35,4
36,4
37,4
38,5
39,3
40,0
41,0
42,5
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,3
57,3
58,3
59,3
60,0
61,5
62,3
63,0
64,0
65,0
66,5
67,5
68,0
69,0
70,0
71,4
72,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,2
96,2
97,2
98,1
99,0
100,1
101,1
102,0
103,0
104,4
105,4
106,3
107,3
108,3
109,3
110,3
111,0
112,0
113,2
114,2
115,2
116,1
117,2
118,2
119,2
120,2
121,2
122,2
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,1
134,1
135,1
136,1
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,0
156,0
157,1
158,1
159,1
160,1
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,3
189,3
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,1
198,1
199,1
200,1
201,1
202,0
203,0
204,0
205,0
206,0
207,2
208,2
209,2
210,0
211,5
212,0
213,0
214,5
215,0
216,0
217,5
218,1
219,1
220,1
221,4
222,4
223,0
224,0
225,0
226,0
227,0
228,0
229,2
230,2
231,2
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,2
242,2
243,0
244,0
245,0
246,0
247,5
248,5
249,5
250,2
251,2
252,4
253,0
254,0
255,3
256,3
257,0
258,0
259,0
260,0
261,5
262,5
263,5
264,5
265,5
266,5
267,5
268,5
269,5
270,5
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,4
279,4
280,4
281,0
282,0
283,0
284,0
285,0
286,0
287,3
288,5
289,5
290,5
291,5
292,0
293,0
294,0
295,3
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,2
307,2
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,5
319,3
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,4
335,4
336,4
337,0
338,0
339,0
340,4
341,4
342,5
343,5
344,5
345,5
346,5
347,5
348,5
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,3
362,3
363,3
364,3
365,3
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,1
381,0
382,0
383,0
384,0
385,0
386,4
387,4
388,4
389,4
390,4
391,4
392,4
393,0
394,0
395,4
396,4
397,4
398,4
399,1
400,1
401,1
402,0
403,1
404,0
405,0
406,0
407,5
408,5
409,5
410,5
411,5
412,5
413,5
414,5
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,2
425,2
426,0
427,2
428,2
429,2
430,1
431,1
432,0
433,0
434,2
435,2
436,5
437,0
438,5
439,5
440,0
441,5
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,4
450,4
451,2
452,2
453,2
454,2
455,2
456,2
457,2
458,2
459,0
460,0
461,2
462,2
463,2
464,2
465,2
466,0
467,0
468,0
469,0
470,0
471,3
472,3
473,3
474,3
475,3
476,3
477,3
478,3
479,3
480,3
481,3
482,3
483,3
484,0
485,0
486,2
487,2
488,3
489,3
490,2
491,4
492,2
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,2
504,2
505,2
506,2
507,1
508,1
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,2
522,2
523,2
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,5
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,0
540,0
541,4
542,4
543,0
544,0
545,0
546,1
547,0
